2.000000000000000000e+03,0.000000000000000000e+00,-8.587633826526130942e-02,4.850115474330315285e-02,-3.211018823997125599e-02,-2.242600729923517611e-02,-1.736980960346953123e-02,8.746253708467323709e-03
2.000000000000000000e+03,1.000000000000000021e-03,-8.587903309579270061e-02,4.842057848438614115e-02,-3.201013611865875103e-02,-2.226212440876107479e-02,-1.721174353439702820e-02,8.537635026321176157e-03
2.000000000000000000e+03,2.000000000000000042e-03,-8.588151778287263227e-02,4.833956789733875187e-02,-3.190949307215922709e-02,-2.209760447886207138e-02,-1.705316413605659914e-02,8.328826955613176375e-03
2.000000000000000000e+03,3.000000000000000062e-03,-8.588378767105200873e-02,4.825811601185144017e-02,-3.180825140477312740e-02,-2.193244329692513317e-02,-1.689406967664788123e-02,8.119836771199784656e-03
2.000000000000000000e+03,4.000000000000000083e-03,-8.588583806460634018e-02,4.817621580353867450e-02,-3.170640336721397556e-02,-2.176663664441761542e-02,-1.673445844303977220e-02,7.910671843669329906e-03
2.000000000000000000e+03,5.000000000000000104e-03,-8.588766422712951210e-02,4.809386019338426216e-02,-3.160394115618909289e-02,-2.160018029732795400e-02,-1.657432874190807592e-02,7.701339641099669633e-03
2.000000000000000000e+03,6.000000000000000125e-03,-8.588926138112520925e-02,4.801104204718528029e-02,-3.150085691398454846e-02,-2.143307002662258112e-02,-1.641367890089802384e-02,7.491847730837385665e-03
2.000000000000000000e+03,7.000000000000000146e-03,-8.589062470759588341e-02,4.792775417499473001e-02,-3.139714272805443906e-02,-2.126530159871950834e-02,-1.625250726981226218e-02,7.282203781298656961e-03
2.000000000000000000e+03,8.000000000000000167e-03,-8.589174934562938957e-02,4.784398933056302483e-02,-3.129279063061492921e-02,-2.109687077597906940e-02,-1.609081222182482535e-02,7.072415563791991690e-03
2.000000000000000000e+03,9.000000000000001055e-03,-8.589263039198330452e-02,4.775974021077847298e-02,-3.118779259824331143e-02,-2.092777331721230177e-02,-1.592859215472168521e-02,6.862490954362968597e-03
2.000000000000000000e+03,1.000000000000000021e-02,-8.589326290066690017e-02,4.767499945510683679e-02,-3.108214055148246502e-02,-2.075800497820747686e-02,-1.576584549216845585e-02,6.652437935661154218e-03
2.000000000000000000e+03,1.099999999999999936e-02,-8.589364188252106291e-02,4.758975964503018435e-02,-3.097582635445095961e-02,-2.058756151227525422e-02,-1.560257068500584682e-02,6.442264598829343381e-03
2.000000000000000000e+03,1.200000000000000025e-02,-8.589376230479588148e-02,4.750401330348516526e-02,-3.086884181445928924e-02,-2.041643867081303909e-02,-1.543876621257344456e-02,6.231979145415266971e-03
2.000000000000000000e+03,1.300000000000000114e-02,-8.589361909072620871e-02,4.741775289430079365e-02,-3.076117868163247629e-02,-2.024463220388901183e-02,-1.527443058406244281e-02,6.021589889305917036e-03
2.000000000000000000e+03,1.400000000000000029e-02,-8.589320711910519712e-02,4.733097082163600922e-02,-3.065282864853947215e-02,-2.007213786084641877e-02,-1.510956233989793271e-02,5.811105258684617567e-03
2.000000000000000000e+03,1.499999999999999944e-02,-8.589252122385572508e-02,4.724365942941712027e-02,-3.054378334982974993e-02,-1.989895139092865209e-02,-1.494416005315140142e-02,5.600533798010978899e-03
2.000000000000000000e+03,1.600000000000000033e-02,-8.589155619360006044e-02,4.715581100077533699e-02,-3.043403436187744684e-02,-1.972506854392571882e-02,-1.477822233098403937e-02,5.389884170023851069e-03
2.000000000000000000e+03,1.700000000000000122e-02,-8.589030677122756752e-02,4.706741775748456841e-02,-3.032357320243351390e-02,-1.955048507084264711e-02,-1.461174781612153278e-02,5.179165157767403639e-03
2.000000000000000000e+03,1.800000000000000211e-02,-8.588876765346069309e-02,4.697847185939967724e-02,-3.021239133028625137e-02,-1.937519672459043704e-02,-1.444473518836098674e-02,4.968385666640430000e-03
2.000000000000000000e+03,1.899999999999999953e-02,-8.588693349041920388e-02,4.688896540389536627e-02,-3.010048014493071217e-02,-1.919919926070016991e-02,-1.427718316611063798e-02,4.757554726468994979e-03
2.000000000000000000e+03,2.000000000000000042e-02,-8.588479888518281424e-02,4.679889042530602922e-02,-2.998783098624737201e-02,-1.902248843806087983e-02,-1.410909050796305998e-02,4.546681493602506424e-03
2.000000000000000000e+03,2.100000000000000130e-02,-8.588235839335232880e-02,4.670823889436653831e-02,-2.987443513419059740e-02,-1.884506001968184671e-02,-1.394045601430250574e-02,4.335775253033302690e-03
2.000000000000000000e+03,2.199999999999999872e-02,-8.587960652260923089e-02,4.661700271765449599e-02,-2.976028380848731725e-02,-1.866690977347993177e-02,-1.377127852894712186e-02,4.124845420539833239e-03
2.000000000000000000e+03,2.299999999999999961e-02,-8.587653773227402199e-02,4.652517373703395076e-02,-2.964536816834644622e-02,-1.848803347309261810e-02,-1.360155694082672111e-02,3.913901544853506942e-03
2.000000000000000000e+03,2.400000000000000050e-02,-8.587314643286321492e-02,4.643274372910093095e-02,-2.952967931217956657e-02,-1.830842689871745727e-02,-1.343129018569683836e-02,3.702953309849248836e-03
2.000000000000000000e+03,2.500000000000000139e-02,-8.586942698564524468e-02,4.633970440463106022e-02,-2.941320827733335391e-02,-1.812808583797857406e-02,-1.326047724788978477e-02,3.492010536759837351e-03
2.000000000000000000e+03,2.600000000000000228e-02,-8.586537370219524123e-02,4.624604740802943509e-02,-2.929594603983434048e-02,-1.794700608682099630e-02,-1.308911716210345647e-02,3.281083186414040197e-03
2.000000000000000000e+03,2.699999999999999969e-02,-8.586098084394892804e-02,4.615176431678311847e-02,-2.917788351414652565e-02,-1.776518345043343397e-02,-1.291720901522861072e-02,3.070181361498581889e-03
2.000000000000000000e+03,2.800000000000000058e-02,-8.585624262175567400e-02,4.605684664091653363e-02,-2.905901155294247917e-02,-1.758261374420033024e-02,-1.274475194821540758e-02,2.859315308843959815e-03
